1250,0
22200,1
43110,2
10,3
20,4
30,5
40,6
50,7
60,8
70,9
130,10
300,11
240,12
3830,13
2630,14
3900,15
34440,16
3920,17
6400,18
6910,19
7670,20
409710,21
220,22
320,23
340,24
360,25
380,26
400,27
420,28
9340,29
228200,30
11450,31
7940,32
4700,33
12900,34
13250,35
16100,36
15700,37
15710,38
17330,39
17340,40
22000,41
500,42
4560,43
17460,44
10500,45
24740,46
26800,47
35420,48
3590,49
8880,50
8890,51
23120,52
35700,53
10140,54
35010,55
35140,56
29180,57
15520,58
32370,59
37700,60
6020,61
24860,62
39530,63
550,64
223530,65
8980,66
41500,67
20900,68
10180,69
10190,70
17450,71
3170,72
25900,73
31410,74
24980,75
8850,76
409720,77
46000,78
33230,79
20820,80
47700,81
24960,82
8190,83
49600,84
31220,85
31230,86
31240,87
31250,88
31260,89
21090,90
21110,91
21120,92
49400,93
33910,94
33930,95
219540,96
17410,97
205790,98
50130,99
62100,100
31280,101
57300,102
21970,103
8930,104
41000,105
41050,106
41060,107
227780,108
18040,109
22380,110
42700,111
42710,112
62000,113
40800,114
9500,115
18700,116
31270,117
58200,118
70400,119
41300,120
41800,121
42500,122
49900,123
55000,124
34330,125
63200,126
99810,127
620,128
42910,129
15500,130
15540,131
18500,132
26500,133
35460,134
38700,135
38720,136
63700,137
280,138
20920,139
105600,140
98200,141
4500,142
4540,143
4550,144
9480,145
15620,146
20500,147
20570,148
50620,149
55100,150
55140,151
56400,152
475150,153
96100,154
35450,155
236830,156
72850,157
107100,158
57690,159
91310,160
113200,161
65800,162
9200,163
41070,164
48950,165
92800,166
104700,167
203770,168
203810,169
110800,170
207610,171
98300,172
50300,173
204300,174
1700,175
205100,176
211120,177
730,178
49520,179
200260,180
212680,181
200710,182
219150,183
215510,184
8870,185
200510,186
220240,187
218680,188
228280,189
212070,190
218230,191
236390,192
3483,193
203160,194
227080,195
233450,196
43160,197
219740,198
322330,199
222730,200
241600,201
238930,202
217140,203
39140,204
225080,205
239030,206
248820,207
239350,208
218620,209
206420,210
236850,211
47790,212
47830,213
250320,214
250900,215
204450,216
233270,217
251990,218
253980,219
236450,220
242050,221
257350,222
213670,223
238010,224
245470,225
221910,226
260230,227
238430,228
261030,229
261570,230
263980,231
39150,232
230230,233
373420,234
232790,235
237990,236
273620,237
222880,238
225840,239
222900,240
280220,241
236430,242
201810,243
294860,244
295690,245
238460,246
237930,247
301480,248
303390,249
306660,250
316790,251
318430,252
241930,253
328080,254
282070,255
333930,256
334120,257
257510,258
319630,259
346010,260
255710,261
232090,262
232150,263
377160,264
340170,265
391540,266
396660,267
337000,268
368230,269
496300,270
231430,271
289130,272
268500,273
461640,274
379720,275
273350,276
251610,277
227300,278
80,279
100,280
3910,281
4000,282
6880,283
2200,284
2270,285
2280,286
2290,287
2300,288
2310,289
2320,290
2330,291
2340,292
2350,293
2360,294
2370,295
2390,296
9000,297
9010,298
9030,299
9040,300
9050,301
9060,302
9070,303
9160,304
9180,305
4760,306
2590,307
4230,308
4290,309
8600,310
8660,311
44630,312
15310,313
17100,314
17120,315
21000,316
17470,317
27000,318
23700,319
22330,320
9870,321
12830,322
24800,323
39900,324
46410,325
33220,326
48800,327
70100,328
70110,329
70120,330
9940,331
23490,332
57600,333
60600,334
33950,335
12210,336
12220,337
47810,338
39670,339
90100,340
72200,341
65070,342
31700,343
21100,344
48210,345
91900,346
70000,347
91600,348
41740,349
104200,350
22600,351
22610,352
92100,353
104600,354
98500,355
94200,356
7600,357
37100,358
16450,359
97000,360
3270,361
15900,362
15910,363
15920,364
15930,365
15940,366
15950,367
15960,368
15970,369
15980,370
16000,371
16020,372
16030,373
16040,374
16060,375
32110,376
32120,377
32130,378
32140,379
32160,380
60340,381
22650,382
98800,383
22230,384
34830,385
61100,386
32800,387
65790,388
107200,389
111800,390
28050,391
17710,392
63000,393
102840,394
55230,395
115100,396
80310,397
65730,398
201280,399
71340,400
48240,401
61310,402
24480,403
1600,404
41900,405
105450,406
8650,407
48000,408
115110,409
207170,410
207650,411
108200,412
102600,413
208600,414
209610,415
15560,416
209360,417
50510,418
207690,419
210150,420
205610,421
205350,422
104900,423
205530,424
3990,425
8800,426
16810,427
34450,428
34460,429
211360,430
98400,431
204180,432
108800,433
207730,434
204100,435
207080,436
209790,437
213330,438
212010,439
214360,440
234740,441
201790,442
108700,443
204220,444
202170,445
33600,446
214790,447
72000,448
218640,449
209540,450
214560,451
206440,452
220780,453
204360,454
221260,455
215790,456
219910,457
220860,458
65740,459
34030,460
211160,461
217060,462
43100,463
217790,464
223220,465
4920,466
33670,467
218740,468
219950,469
38600,470
224900,471
223470,472
223630,473
203140,474
205930,475
20540,476
55110,477
209190,478
226120,479
221640,480
34870,481
224420,482
105000,483
221300,484
209950,485
4570,486
71230,487
71240,488
71250,489
71260,490
222980,491
200900,492
35720,493
209270,494
224700,495
204080,496
219890,497
223850,498
286080,499
224580,500
225260,501
218060,502
217920,503
227260,504
232950,505
230150,506
225420,507
234490,508
233740,509
235360,510
234900,511
233720,512
234710,513
220900,514
210770,515
113020,516
22300,517
235250,518
224760,519
234650,520
236730,521
215690,522
57640,523
236090,524
18490,525
268540,526
231160,527
231740,528
242760,529
242800,530
242920,531
243120,532
228960,533
242110,534
238050,535
95000,536
201420,537
237530,538
244770,539
244850,540
244890,541
40390,542
225640,543
246420,544
40300,545
207930,546
234390,547
246680,548
246900,549
255520,550
265210,551
247020,552
214770,553
241620,554
244070,555
243780,556
244590,557
248370,558
248470,559
248490,560
248710,561
209000,562
239820,563
250260,564
250460,565
250580,566
214550,567
111900,568
251530,569
252010,570
252170,571
252310,572
252370,573
252490,574
252570,575
252830,576
252910,577
253130,578
253410,579
253630,580
253650,581
253880,582
259280,583
259300,584
3370,585
3390,586
3480,587
3600,588
78000,589
3540,590
3620,591
255320,592
241540,593
224860,594
58520,595
204560,596
208730,597
209730,598
219780,599
231140,600
58610,601
205650,602
255870,603
29900,604
91100,605
207040,606
217690,607
57740,608
245620,609
247120,610
239160,611
233130,612
9350,613
9420,614
39650,615
39690,616
50650,617
65530,618
214870,619
257690,620
257830,621
209390,622
231720,623
233210,624
235800,625
45500,626
258880,627
258890,628
258950,629
259390,630
259530,631
259570,632
259620,633
259780,634
212480,635
259870,636
259890,637
244090,638
207750,639
3020,640
252150,641
262260,642
221380,643
262830,644
263080,645
263280,646
367690,647
263360,648
263520,649
263700,650
264140,651
264280,652
264300,653
260750,654
260770,655
264730,656
70210,657
265870,658
265930,659
266010,660
266330,661
266390,662
266840,663
266940,664
267060,665
267600,666
267610,667
267960,668
268650,669
268830,670
268850,671
269270,672
270190,673
270330,674
270550,675
267670,676
270750,677
270760,678
96200,679
237950,680
65780,681
260210,682
272990,683
273760,684
273940,685
208670,686
224480,687
12710,688
12770,689
44340,690
12810,691
44320,692
201700,693
321040,694
274560,695
275080,696
275490,697
277430,698
277500,699
277590,700
34800,701
10270,702
279140,703
281410,704
281690,705
246620,706
282100,707
282140,708
282440,709
282800,710
283040,711
283180,712
283390,713
283880,714
283960,715
286320,716
286500,717
286540,718
258180,719
287840,720
288160,721
289650,722
233290,723
289760,724
291170,725
291270,726
292410,727
115210,728
4880,729
115200,730
294020,731
294230,732
294530,733
294670,734
3050,735
200370,736
296470,737
296630,738
299580,739
300550,740
1500,741
1510,742
1520,743
1530,744
300820,745
301190,746
301200,747
286690,748
287390,749
302120,750
302130,751
302460,752
244160,753
304460,754
306020,755
306040,756
250400,757
306350,758
306410,759
202090,760
63380,761
307050,762
307230,763
307760,764
308330,765
237850,766
311850,767
312280,768
316080,769
317250,770
317400,771
317610,772
253510,773
318100,774
318230,775
318350,776
318950,777
319230,778
319270,779
319400,780
319970,781
320300,782
45100,783
289930,784
7860,785
46250,786
287450,787
323320,788
241260,789
323430,790
302510,791
214490,792
221540,793
307690,794
326190,795
245300,796
286880,797
297860,798
301760,799
301980,800
311770,801
315440,802
316030,803
316260,804
316320,805
317580,806
319170,807
322600,808
327740,809
327370,810
327860,811
24240,812
328880,813
329650,814
329830,815
329950,816
211420,817
330350,818
330370,819
330660,820
330840,821
331790,822
305620,823
332480,824
332710,825
333740,826
334620,827
334840,828
335200,829
335240,830
337420,831
339200,832
339800,833
340070,834
340300,835
340310,836
341080,837
341150,838
341500,839
341550,840
342360,841
343390,842
335660,843
344030,844
344040,845
344790,846
215080,847
301910,848
345440,849
346040,850
346110,851
407530,852
346140,853
346290,854
346900,855
347350,856
347360,857
347370,858
495400,859
347430,860
347590,861
347560,862
348360,863
348670,864
349260,865
349500,866
351340,867
351490,868
352190,869
331160,870
331450,871
331750,872
331970,873
332260,874
338300,875
339040,876
340990,877
343140,878
353640,879
311560,880
354500,881
354510,882
354520,883
354530,884
354540,885
354550,886
494710,887
354640,888
355150,889
355950,890
356040,891
356570,892
359040,893
359050,894
359320,895
360590,896
360640,897
360730,898
360750,899
361160,900
361190,901
361400,902
47780,903
362620,904
346680,905
362890,906
363460,907
363490,908
363600,909
364270,910
365450,911
366990,912
238370,913
397080,914
363580,915
370510,916
370550,917
370640,918
371420,919
371500,920
371510,921
371670,922
372030,923
373110,924
375250,925
375460,926
375510,927
267750,928
376870,929
312530,930
380700,931
208650,932
267490,933
383330,934
383560,935
383800,936
384480,937
383870,938
384740,939
367580,940
385080,941
385830,942
386330,943
387840,944
388080,945
388160,946
391070,947
391420,948
394310,949
394540,950
395270,951
396260,952
398710,953
399430,954
402670,955
403560,956
403570,957
403900,958
403740,959
404480,960
405640,961
408940,962
410210,963
411960,964
412600,965
413150,966
272890,967
415420,968
416080,969
416550,970
418070,971
418910,972
2700,973
285310,974
285330,975
427520,976
431240,977
432020,978
440430,979
440431,980
440432,981
440433,982
440434,983
440435,984
440436,985
440437,986
440438,987
433950,988
264240,989
438010,990
438020,991
438030,992
438080,993
438180,994
310380,995
439260,996
4720,997
34270,998
203750,999
444480,1000
444560,1001
448630,1002
448660,1003
449200,1004
449540,1005
451880,1006
454200,1007
454890,1008
463210,1009
463220,1010
463350,1011
466840,1012
469730,1013
473450,1014
485330,1015
485890,1016
491330,1017
397060,1018
370360,1019
224500,1020
1200,1021
1230,1022
1280,1023
3720,1024
32360,1025
67000,1026
47900,1027
2210,1028
22310,1029
22320,1030
22340,1031
22350,1032
22370,1033
22450,1034
2820,1035
201310,1036
230410,1037
214730,1038
238240,1039
248390,1040
2870,1041
252110,1042
254200,1043
226620,1044
265950,1045
391920,1046
211820,1047
367540,1048
275850,1049
226860,1050
38410,1051
247080,1052
315460,1053
324260,1054
275670,1055
340580,1056
344850,1057
351510,1058
365300,1059
298180,1060
372190,1061
383120,1062
388880,1063
234140,1064
396890,1065
404410,1066
416690,1067
364360,1068
452780,1069
454060,1070
466170,1071
224600,1072
108710,1073
1300,1074
1309,1075
1313,1076
2400,1077
2420,1078
2430,1079
7110,1080
6860,1081
2600,1082
6920,1083
8400,1084
6510,1085
12160,1086
12140,1087
12150,1088
12750,1089
15390,1090
12200,1091
11240,1092
19900,1093
